Kaggle_Classification,Tweet,Original_Manual_Sentiment,Sentiment_v2
Negative,"It's a stupid idea to play in a country with no footballing history, in a desert and in December. #World Cup 2022 is going to be awful.",Negative,Negative
Negative,"A false start, VAR saga, fan walkout and a bit of a mess.

That's just the first match of the #World Cup 2022 

",Negative,Negative
Negative,"I'm Iranian girl, I hope Islamic Republic regime's team become the worst team in the #World Cup 2022, they are not Iranian people team.Since IRCC is killing people in the streets,they sold their people for 10 gold coins and promote this dirty regime.",Negative,Negative
Negative,"#England to take the knee before World Cup opener against Iran, although domestic media in #Iran have trivialised this and said that if it happens it means nothing other than the English team taking a stand against racism! 

#World Cup 2022
#mahsa amini
",Negative,Negative
Negative,"Qatar has surrendered to the requests of the #Terrorist regime of #Khamenei to ban free media #iran intl due to fears of covering #Iran_revolution during #World Cup 2022. So called Islamic ""republic!"" has arrested, tortured, &killed 1000s over the past months.
#Mahsa Amini 
#ESPN",Negative,Negative
Negative,"#World Cup #World Cup 2022 #Qata rWorld Cup2022 #David Beckham had to take his 30 pieces of silver probably to fund #Victoria Beckham vanity project as, as far as we're aware, it's never made a profit #fashion #football #soccer #politics #Human Rights #LGBTQ",Negative,Negative
Negative,"Qatar has a lot of money, but they definitely can't play football. You can't buy everything after all. #World Cup 2022",Negative,Negative
Negative,"Human rights for all
Scandalous message! Please separate politics and football!!
#World Cup 2022 #FIFA World Cup #Denmark #football",Negative,Negative
Negative,Not even one half time in the #World Cup 2022 that @tod_tv app and website are down! What a shame. What a rip of. These monopolies should not be allowed by #fifa   Booooooooooooo!,Negative,Negative
Negative,"The Qatari national team is losing to its Ecuadorean counterpart, 0-2, in the match that was held between them this evening at Al-Bayt Stadium in the opening of the first group matches of the Qatar World Cup 2022.


#QatEcu #World Cup 2022",Neutral,Neutral
Negative,i can't believe benzema is missing his last world cup #World Cup 2022,Neutral,Neutral
Negative,#World Cup 2022 I wonder how many people wasted money believing the bet scandal that Qatar would win?,Negative,Negative
Negative,"One of two things will happen:

1. These guys get summarily executed 

2. These guys end up inadvertently triggering the Great Arabic Beer Revolution of 2022

#World Cup 2022",Negative,Negative
Negative,BTS star Jung Kook completely betrayed his fans by performing at this event and he knows it! #BTS #World Cup 2022,Negative,Negative
Negative,"Bruh! Get Valencia to safety ASAP
These looks #World Cup 2022",Negative,Negative
Negative,"Makes you proud to be English, doesn't it? Morons #World Cup",Negative,Negative
Negative,"not the home team losing the first match of the tournament two nil to a team that had their first goal disallowed 
#World Cup 2022 #Qatar World Cup2022",Negative,Negative
Negative,"I have reservations with Qatar hosting World Cup but if British have problem with Qatar and @BBC World @BBC Sport is doing negative propaganda.
Please take back.
#Qatar2022 #World Cup 2022",Negative,Negative
Negative,Will the #Qatari Mens Team players being stoned in public for losing the opening game? #World Cup 2022,Negative,Negative
Negative,Qatar are worse at football than they are at human rights #World Cup 2022,Negative,Negative
Negative,Its ridiculous how empty the stadium is for the opening game of a home nation in the world cup. #World Cup 2022,Negative,Negative
Negative,Mohammed Muntari blows a major chance for #Qatar #Qatar2022 #World Cup 2022,neutral,Neutral
Negative,"Besides the Qatar thing, I really want to like international football, but it's really kind of rubbish. This match is low quality drivel. Very little rhythm and boring. #World Cup 2022 #FIFA World Cup #Qatar World Cup 2022",Negative,Negative
Negative,"elonmusk Shadow Banning?

All major World Cup hashtags are not showing anything from the opening ceremony. Twitter Sounds like BBC

#World Cup 
#World Cup 2022
#World cup Qatar2022 
#Qatar 2022",Negative,Negative
Negative,FIFA World Cup worst opening match ever. #World Cup 2022 #QatarWorldCup2022 sucks,Negative,Negative
Negative,"The irony at the #World Cup 2022 is that any fans of the Qatar national team are the ones who need some beer right now

Fun fact: Qatars population is roughly the same size as Orange County, CA. 

This team would probably lose to the OC U18 team",Negative,Negative
Negative,"We know @FC Bayern EN and @FIFA com officials took ""gifts"" from Qatar leading up to #World Cup 2022. Infantino dismissing concerns about corruption and human rights as people being upset about @budweiser usa sales is beyond tone deaf",Negative,Negative
Negative,"As apartheid Israel continues to kill young Palestinian footballers, @FIFA com shields it from accountability.

Take action, score a #Goal for Palestine. 

#World Cup 2022 #FIFA World Cup #Qatar 2022 #Qatar World Cup 2022 #QATECU",Negative,Negative
Negative,We're all bored with this Qatar - Ecuador match. #World Cup 2022,Negative,Negative
Negative,"Still Half Time. 
Qatar, are you okay?  You once beat my country in the 2018 U-19 Asian Cup. Show that game at the World Cup.

#Qatar World Cup2022 
#Qatar 
#FIFA World Cup 
#World Cup 
#World Cup 2022 
#Ecuador",Negative,Negative
Negative,"Jio Cinema sucks to the core
Disney Plus HS would have been way way better! 
#World Cup 2022 #FIFA World Cup",Negative,Negative
Negative,"FS1 , Tie should go to the runner? I want to see more goals? Your commentators are rubbish! Have no idea how this game works with offsides rule. Get your American football commentators away from the TV! #World Cup 2022",Negative,Negative
Negative,"I can't believe that ALL the goals in this World Cup have been scored by one player. 

#World Cup 2022 
#World Cup",Neutral,Neutral
Negative,"UK Labour Fake country, fake people, fake #World Cup 2022",Negative,Negative
Negative,"To be honest, I think the social media rampage about Qatar's laws on the #LGBTQ community, in regards to the #World Cup 2022 , was simply an over representation of the group. Because let's be honest i doubt there are many lgbt football fans, and even fewer would go to the games",Negative,Negative
Negative,"The dinosaurs on the #BBC complaining about #VAR again. My God, will this happen for every #VAR call at #World Cup 2022",Negative,Negative
Negative,"#Ecuador looks good!  Or does #Qatar just look that bad?
#World Cup 2022 #WorldCup",Negative,Negative
Negative,"The Americans called you to ask when you will answer for the murder of these 4 children in Gaza during the world cup in 2014?
#Israeli Apartheid #Israeli Crimes #World Cup 2022 #WorldCup",Negative,Negative
Negative,Saudi man refuses to be interviewed by an apartheid Israeli TV channel during #World Cup 2022  in Qatar.,Negative,Negative
Negative,"The Arabs are good at a lot of things but football obviously isn't one of them 

#World Cup 2022",Negative,Negative
Negative,"Is Qatar really playing today? I don't think they have shot at goal once in the game
Ecuador doing their game and winning clearly as no opposition #World Cup 2022 #FIFA World Cup",Negative,Negative
Negative,One and only chance scuffed there #QATECU #World Cup 2022,Negative,Negative
Negative,"i hope @QFA_EN doesn't get a goal, a draw or a win at #World Cup 2022. they deserve nothing",Negative,Negative
Negative,I sure hope nobody had Qatar going past the group stage in their #World Cup 2022 bracket.,Negative,Negative
Negative,How pathetic of the @BBC not to show the Opening Ceremony of the @FIFA World Cup!!! #FIFA World Cup #Qatar2022 #World Cup 2022,Negative,Negative
Negative,Ecuador let Qatar know the offer wasn't good enough #World Cup 2022 #FIFA World Cup,Negative,Negative
Negative,The Ecuador keeper when he realises that Qatar are so bad he won't even get a chance to throw the game! #World Cup 2022,Negative,Negative
Negative,The way Qatar is getting a thorough beating from ECUADOR is a clear testimony that hata Kariobangi Stars wanaweza walima Mbaya sana... #QATECU #FIFA World Cup #WorldCup #World Cup 2022,Negative,Negative
Negative,"Still can't get over that awful speech from FIFA yesterday this #World Cup 2022 is a shambles and no-one is coming out of it looking good, least of all FIFA, Qatar or the godawful David Beckham.",Negative,Negative
Negative,So the BBC decided not to show the Opening Ceremony of the World Cup!!! Why they even showing the game??? #Qatar2022 #World Cup 2022 #bbc #BBC Football #shambles,Negative,Negative
Negative,"Tahiti sef go score Qatar. What is this? 
I can't believe this team camped for months ahead of the #World Cup 2022",Negative,Negative
Negative,We Italians love football more than anyone else so this is us right now during #World Cup 2022 because our beloved @Azzurri_En failed to qualify after winning the #EuroCup in 2021 which is such a disgrace.,Negative,Negative
Negative,Soccer refs should have discretion to sub a  injured player out. I.e. if they are down for longer than 15 seconds or are so injured they are rolling around on the ground in agony.  #World Cup 2022 @FIFA World Cup,Neutral,Neutral
Negative,No Qatar don't be doing the Iceland Viking clap. It doesn't suit you. #World Cup 2022,Negative,Negative
Negative,"Rubbish goalkeeping is a massive part of international football

#GK Blog #WorldCup #World Cup 2022",Negative,Negative
Negative,Qatar look completely overwhelmed. It's one of those instances where you are playing at a level you don't quite belong and you are hoping to win a fight. Not the actual game itself. #World Cup 2022,Negative,Negative
Negative,"This is going to be a bludgeoning.. 
#World Cup 2022",Negative,Negative
Negative,"What a lie! No way that's an offside.
#World Cup 2022",Negative,Negative
Negative,"2-0 to Ecuador which are by far the superior team so far. The referees can't save Qatar.
#World Cup 2022 #Ecuador vs Qatar #WorldCup",Negative,Negative
Negative,Ecuador treating qatar like a ugly step child right now qatar is so undisciplined..this moment is too big for them #World Cup #World Cup 2022  #Qatar World Cup 2022,Negative,Negative
Negative,Qatar is getting destroyed World Cup 2022,Negative,Negative
Negative,Terrible VAR decision has robbed Valencia a Hattrick in under 30 mins!! #World Cup 2022,Negative,Negative
Negative,"Am I the only one happy that Qatar is being humiliated right in its backyard?
Qatar 0 - Ecuador 2
#QATECU #World Cup 2022 #FIFA World Cup",Negative,Negative
Negative,"The way everyone is against Qatar because of VAR and the ref
Lmaoooo 
 I love WC 
#World cup Qatar 2022 #World Cup 2022",Negative,Negative
Negative,"More than 6,500 migrant workers from India, Pakistan, Nepal, Bangladesh and Sri Lanka, according to their governments, have died building the infrastructure for the tournament #World Cup 2022

Football has never been more political.
",Negative,Negative
Negative,"#Ecuador gonna score 5 playing on 30%, #Qatar is a joke.

#FIFA World Cup #FIFA World Cup2022 #World Cup 2022 #Ecuador vs Qatar",Negative,Negative
Negative,Pretty sure Qatar will be knocked out in stage 1. #World Cup 2022,Neutral,Neutral
Negative,Anyone know who the BBC commentator is? Not great at all.. even worse with dion next to him. Him not understanding football offside rules does not help the situation either #World Cup 2022,Negative,Negative
Negative,Wonder if there will be some Qatar executions for the national team after this. #Corrupt #Qatar #FIFA World Cup #BBC World Cup #Qatar World Cup 2022 #Qatar 2022 #World Cup #World Cup 2022,Negative,Negative
Negative,"Qatar is dying..
#FIFA World Cup #World Cup 2022",Negative,Negative
Negative,"Good goal there! #World Cup 2022 Go on, Ecuador. Five more please.",Positive,Positive
Negative,FS1 announcers suck! FOX Corp should be ashamed #World Cup 2022,Negative,Negative
Negative,#Ecuador 2 - 0. #Qatar is clearly struggling. #World Cup 2022,Negative,Negative
Negative,Poor quality of football like watching league 1. #World Cup 2022,Negative,Negative
Negative,Breaking news on #Qatar state broadcaster. #World Cup referee Daniele Orsato who gave a penalty against Qatar & was in charge of #World Cup 2022 opening game #Ecuador vs Qatar was found dead after committing suicide overnight. #Qatar hope for a better result in the next match.,Negative,Negative
Negative,BYJUS ads at the #World Cup 2022 ?? That's some money being burnt.,Negative,Negative
Negative,Qatar couldn't even complete a pass smh #World Cup 2022,Negative,Negative
Negative,"Is it like Eurovision, in that the hosts get a free pass into the competition? Because this Qatari side wouldn't even win against my local five a side pensioners team. #QATECU #World Cup 2022",Negative,Negative
Negative,#FIFA World Cup y Is dion Dublin commentating the World Cup??? Guy is an idiot. #World Cup 2022,Negative,Negative
Negative,Not even half an hour into the first game and there's a lot of virtue signallers tweeting about the #World Cup 2022 they were boycotting watching,Negative,Negative
Negative,"22mins in: we've had a goal disallowed, a penalty, a yellow card, one head collision and a run around of qatar's defense by ecuador. real DRAMA! #QATECU #WorldCup #World Cup 2022",Positive,Positive
Negative,Qatar are shocking! Matey taking the throw in just threw it straight to an Ecuadorian. I doubt they're as good as Romsey Town Reserves! #World Cup 2022,Negative,Negative
Negative,They spent 20 mins making fake offside animation bro #World Cup 2022,Negative,Negative
Negative,"You can prepare for a game, but you can't prepare for your feelings.

Qatar is completely out of sorts right now

#World Cup 2022",Negative,Negative
Negative,It's 2022 and some people don't understand the offside rules. #World Cup 2022,Negative,Negative
Negative,"Have literally just witnessed a bundle of cash being given to one of the VAR operatives. Not even an attempt to hide it. 

This is corruption of the highest order. 

#World Cup 2022 
#Qatar Ecuador",Negative,Negative
Negative,"We hate these!!
I'm not sure if they are really Iranian!
#World Cup 2022
#mahsa amini 
",Negative,Negative
Negative,"A #mass shooting targeting the LGBTQ community. 

The #World Cup 2022 being held in a country that allegedly tortures homosexuals.

We must do better!
We must love one another.

#Share Love #SundayThoughts",Negative,Negative
Negative,"Dodgy keeper, not sure how he's going to survive the 90 with any reputation he might have had intact. #World Cup 2022",Negative,Negative
Negative,#World Cup 2022 Thought that these Fake Fans that were paid by Qatar will song some chants but they don't do nothing,Negative,Negative
Negative,This #Qatar goal keeper is shockingly bad #FIFA World Cup #World Cup 2022 #World Cup,Negative,Negative
Negative,I am still puzzled by the offside? Did they give him offside when he touched the ball? Not when the ball was kicked? Utterly bemused? #World Cup 2022,Negative,Negative
Negative,And VAR already ruins the #World Cup 2022,Negative,Negative
Negative,"Clearly referee cheque from #Qatar didn't clear in time. #Fifa must be busy rewriting rules on how many teams qualify from group stage. 
#World Cup #World Cup 2022",Negative,Negative
Negative,"#Qatar goalie is a dumpster fire so far in this game

#World Cup 2022",Negative,Negative
Negative,"Qatar look so far off it it's not even funny.

such a different team to what we saw in 2019, night and day difference #World Cup 2022",Negative,Negative
Negative,"Ref awards what is a clear penalty. He'll be out of Qatar in the first plane in the morning, I'm afraid. #World Cup 2022",Negative,Negative
Negative,"#World Cup 2022 THAT WAS NOT OFFSIDES!!! 
There was a Qatar player IN FRONT!!!!!!",Negative,Negative
Negative,"The ref giving a penalty against Qatar is brave, he'll be getting beheaded later.

#World Cup 2022",Negative,Negative
Negative,"Very bad VAR imo, makes it an easier sell when your CGI deletes all the players.

#World Cup 2022 #Qatar 2022 #World Cup",Negative,Negative
Negative,Al-Sheeb is having a rough opening 15 minutes. #World Cup 2022,Negative,Negative
Negative,The Qatari goalkeeper is costing them this match. #World Cup 2022,Negative,Negative
Negative,How are they gonna rule out this pen #World Cup 2022,Negative,Negative
Negative,"That is a cast iron red card for the keeper too
#World Cup 2022 #ECUQAT",Neutral,Neutral
Negative,Keepers a mad man. #World Cup 2022,Negative,Negative
Negative,"That is arguably the worst offside call I have ever seen. The guy is clearly level
#World Cup 2022 #qatecu",Negative,Negative
Negative,Qatar might as well win this world cup. More rigged than 2002 when South Korea made it to semis. #World Cup 2022,Negative,Negative
Negative,Qatar bit corrupt if you ask me #World Cup 2022,Negative,Negative
Negative,A World Cup to watch this. And only one replay of it being off side?  #World Cup 2022 corrupt as hell,Negative,Negative
Negative,Damn if there's one thing Americans are correct about it's how boring soccer is É #World Cup 2022,Negative,Negative
Negative,Where was this love for VAR when Uruguay stole a win over Peru? #World Cup #World Cup 2022 #Peru,Negative,Negative
Negative,You know they'll explain why it wasn't given at halftime now can we put a stop to CSI Qatar please. #World Cup #World Cup 2022 #World cup Qatar 2022,Negative,Negative
Negative,Aaaaaanyone know why var disallowed that goal?! #Qatar2022 #Qatar #QATECU #World Cup 2022 #MONEY,Negative,Negative
Negative,"Not the start the #World Cup 2022 needed. A very debatable #VAR decision, one which leaves the commentary team &  their viewers totally mystified. Time to allow broadcasters access to the dialogue between the officials so that at the very least we know why it has been ruled out.",Negative,Negative
Negative,Qatar v Brazil in the #World Cup 2022 final. #Corruption,Negative,Negative
Negative,What a dubious decision by VAR!!How was that an offside? #World Cup 2022,Negative,Negative
Negative,FOX Soccer doesn't even have the balls to talk about how there was no offsides and that VAR was a joke #World Cup 2022 come on do better,Negative,Negative
Negative,"The corruption continues, VAR cheating Ecuador  #World Cup 2022",Negative,Negative
Negative,FIFA not helping themselves with that VAR decision. 2 minutes in and already questions bring asked #World Cup 2022 #FIFA World Cup #QATvECU,Negative,Negative
Negative,"#World Cup 2022 
That wasn't a Offside what the hell. 
lmfao this referee",Negative,Negative
Negative,"FIFA not even being subtle.

footage has probably already been deleted from servers. we'll never get another look.

#World Cup 2022",Negative,Negative
Negative,"var = Strait up cheating!
#World Cup 2022",Negative,Negative
Negative,FOX Soccer FOX Sports So every international expert is saying that's not offsides. Are you going to actually address bad calls or just take bribes yourself!? Don't lose credibility on the first game of the World Cup by not discussing a call that took a goal away. #World Cup #World Cup 2022,Negative,Negative
Negative,"Don't know what's more shocking, The corruption with that first goal being disallowed for no reason or BBC selecting Dion Dublin as the chosen one for commentary on the opening game of a World Cup? I've had enough already. #World Cup 2022",Negative,Negative
Negative,Cheating is cheating who's gonna tell them all you apparent big boys out there. What a rubbish show #World Cup 2022 #Gary Lineker are you? #David Beckham are you? Frauds mate all of ya,Negative,Negative
Negative,"6mims in to the first world cup game, and it's already a shambles #World Cup 2022",Negative,Negative
Negative,Rigged world Cup ruined in three minutes. New var system is working well!! #var #World Cup 2022 #offside,Negative,Negative
Negative,"Pockets run deep in Qatar apparently not surprised, we expected this corruption at the #World Cup 2022 #the goal was fair",Negative,Negative
Negative,Dodgy keeper and dodgy VAR all in one move #Corruption #World Cup 2022,Negative,Negative
Negative,Why is that goal been disallowed not been questioned more by the BBC???? The corruption is real people and it's started early!!! #QATECU #Qatar2022 #World Cup 2022,Negative,Negative
Negative,How's this offside?  #World Cup 2022,Negative,Negative
Negative,"The first 5 minutes of Qatar v Ecuador was pure chaos, followed by a very questionable offsides call.  #World Cup 2022",Negative,Negative
Negative,Someone please explain how the first goal has been disallowed by VAR #World Cup 2022 #MatchFixing,Negative,Negative
Negative,LOL @FIFA World Cup. Let's make this the most blatant corrupt crooked #WorldCup ever. Let's absolutely lean into it. #World Cup 2022,Negative,Negative
Negative,#bbc football Oh dear 2 mins in and Qatar already causing controversy on the pitch. VAR on the pay roll? Such a dodgy decision to disallow that perfectly good goal. #World Cup 2022,Negative,Negative
Negative,"Wow, if that's not rigging the game I don't know what is  #World Cup 2022",Negative,Negative
Negative,Isn't it too early for this in the #World Cup 2022 Offside?  That was absolutely a goal!,Negative,Negative
Negative,Absolute farce of a offside call #Qatvar #World Cup 2022,Negative,Negative
Negative,That is  blatant. Cannae wait to see the ref leaving the stadium wae a big bag with a dollar sign on it before speeding off in his brand new gold ferrari. #World Cup 2022,Negative,Negative
Negative,Didn't think the corruption would be so obvious so early on. The ref hasn't even gone to check the monitor! Joke. #World Cup 2022,Negative,Negative
Negative,"No way was that offside, the officials have been bribed too #World Cup 2022 #WorldCup #QATECU",Negative,Negative
Negative,I'm confused how the hell was that offside?!  VAR been paid off yeah? #FIFA World Cup2022 #World Cup 2022,Negative,Negative
Negative,"Is this a joke, that's a clean goal, why cancel the goal to favour Qatar, this is legit robbery on Ecuador #World Cup 2022 #Qatar 2022 #Qatar vs Ecuador",Negative,Negative
Negative,not even 10 minutes in and Qatar aren't trying to hide the cheatin #World Cup 2022,Negative,Negative
Negative,WORLD CUP RIGGED ECUADOR ROBBED #World cup Qatar 2022 #World Cup 2022,Negative,Negative
Negative,What??? Why offside?? #FIFA World Cup #World Cup 2022,Neutral,Neutral
Negative,Ecuador just got robbed their first goal Incredible $$$ #World Cup 2022,Negative,Negative
Negative,Qatar and FIFA already cheating.  No surprise to anyone.  #World Cup 2022 #Qatar World Cup 2022 #Ecuador vs Qatar,Negative,Negative
Negative,"QATAR bribed to make themselves hosts, now they're briming themselves decisions on the pitch #World Cup 2022 #Rigged",Negative,Negative
Negative,Looks like Qatar have paid off the VAR too â Bunch of corrupt rogues! #World Cup 2022,Negative,Negative
Negative,"So 5 minutes in to the World Cup in Qatar and Ecuador have had a goal disallowed for offside that was 5 yards onside against Qatar. 

Imagine. My. Shock. #World Cup 2022",Negative,Negative
Negative,"Ecuador denied clear goal. The controversy starts.
#World Cup 2022  #QATECU",Negative,Negative
Negative,"What a shock, dodgy #VAR #World Cup 2022",Negative,Negative
Negative,VAR IS AT IT AGAIN! @LaTri THAT WAS NOT AN OFFSIDE. I REPEAT; THAT WAS NOT AN OFFSIDE! NOT FAIR!!!!!!!!!!!!!!  LETS GO #Ecuador #ECU #World Cup 2022 #World cup Qatar 2022 #WORLD CUP #FIFA World Cup 2022 #Ecuador,Negative,Negative
Negative,Qatar already with the nonense. How is that offsides? There was a defender behind at every point. #World Cup 2022,Negative,Negative
Negative,Anyone facing major stuttering and bad frame rates on Jio Cinema? #WorldCup #World Cup 2022 #FIFA World Cup #JioCinema,Negative,Negative
Negative,"Dion Dublin  can't see why that goal hasn't been given
Dont you Dion? Dont you? Qatar losing face in 3 mins and Italian VAR what could possibly go wrong ??? #Corruption #World Cup 2022 #BBC World Cup",Negative,Negative
Negative,Nah that is outrageous!!!! Only took 5 minutes for the corruption of the games to begin #World Cup 2022 #FIFA World Cup,Negative,Negative
Negative,The @FIFA com VAR corruption has begun #Qatar World Cup 2022 #Qatar #World Cup 2022 #World Cup #World cup Qatar2022 #VAR,Negative,Negative
Negative,"#World Cup 2022  Cup - dodgy as hell already

Get your money on #Qatar  winning the whole competition.",Negative,Negative
Negative,Let the corruption begin #World Cup 2022,Negative,Negative
Negative,Not even 3 mins into the game and we already see the massive corruption going on. That was not an offside #World Cup 2022,Negative,Negative
Negative,"NO WAY, what's the point in VAR then. The corruption has started 2 minutes in, thought they'd at least try to be slightly subtle with it. #World Cup 2022",Negative,Negative
Negative,Wait a minute offside? Qatar to win the world cup then! #World Cup 2022,Negative,Negative
Negative,#World Cup 2022 well 6 minutes in an the corruption has started.,Negative,Negative
Negative,"What on earth have I just seen
#World Cup 2022",Negative,Negative
Negative,Qatar using their corruption card nice and early there. #World Cup 2022,Negative,Negative
Negative,How the heck that was Offside? I don't get it. #World Cup 2022,Negative,Negative
Negative,Mmmm very dubious decision #World Cup 2022,Negative,Negative
Negative,that was absolutely not off side. corrupt as per fifa  #Qatar 2022 #World Cup 2022,Negative,Negative
Negative,The corruption begins #World Cup 2022,Negative,Negative
Negative,"You know VAR was looking for any possible chance to take that away. That was not offside.

#World Cup #World Cup 2022",Negative,Negative
Negative,So Qatar couldn't buy the Ecuadorian players so they bought the VAR officials? What a farce. #World Cup 2022,Negative,Negative
Negative,And the corruption beginsâ how is that not a goal? Lol #World Cup 2022 #Qatar World Cup 2022 #ecu #Qatar2022,Negative,Negative
Negative,It took all of 5 minutes for everyone in the world to see how rigged this World Cup is. Qatar go 1-0 down and miraculously not allowed by VAR #World Cup 2022,Negative,Negative
Negative,"#fifa 2022 Thats was not offside 
#World Cup 2022",Negative,Negative
Negative,The corruption starts with VAR bc how was that offsides!!!??? #World Cup 2022 ,Negative,Negative
Negative,That is daylight robbery! How was that goal disallowed? #QATECU  #World Cup 2022 #Qatar World Cup2022,Negative,Negative
Negative,VAR team getting a few quid for disallowing that goal #World Cup 2022 #WorldcupQatar2022,Negative,Negative
Negative,VAR been paid off aswell then  criminal not even hidingâ #World Cup 2022,Negative,Negative
Negative,Why was that disallowed?? #World Cup 2022,neutral,Neutral
Negative,Already some #VAR BS to start the #WorldCup #World Cup 2022 #The Fix Is In,Negative,Negative
Negative,Why was the goal disallowed ! #FIFA World Cup  #World Cup 2022,neutral,Neutral
Negative,No they did not! They took away Ecuadors goal!!!!!! No!!! #World Cup 2022 #QatarWorldCup2022,Negative,Negative
Negative,how is that offside? bruh #World Cup 2022,Negative,Negative
Negative,FIFA corruption is real. #World Cup 2022,Negative,Negative
Negative,This #World Cup 2022 is gonna suck if we have to keep going to the camera.,Negative,Negative
Negative,"How the hell was that offside
#World Cup 2022",Negative,Negative
Negative,If I were @Budweiser I wouldn't be sponsoring any more events in countries where beer is illegal and carries a 6 month imprisonment and $800 fine. #World Cup 2022 should consider this in the future.,Negative,Negative
Negative,Match one rigged for Qatar what an amazingly dumb offside call.  #World Cup 2022,Negative,Negative
Negative,"And people said it would be corrupt, clear off side #World Cup 2022 #Qatar2022",Negative,Negative
Negative,This didn't age very well. #QATECU #World Cup 2022,Negative,Negative
Negative,"Offside? Really?

More FIFA and Qatar corruption then. 

#World Cup 2022 #WorldcupQatar2022",Negative,Negative
Negative,This is actually corrupt as hell!!!!! My god it's so blatant #World cup Qatar 2022 #World Cup 2022,Negative,Negative
Negative,Y'all doing Ecuador dirtyyyy #World Cup 2022,Negative,Negative
Negative,"If you ever doubted the level of corruption FIFA will sink to, just watch them rob Ecuador of their first goal #World Cup 2022 #Corruption #never an offside",Negative,Negative
Negative,"Are they cheating already?  The goal was ruled offside, Was that offside? #World Cup 2022",Negative,Negative
Negative,WTF was that? That was not an offside. #World Cup 2022,Negative,Negative
Negative,And the corruption begins.... Offside ffs.... #World Cup 2022 #Qatar World Cup 2022,Negative,Negative
Negative,"Ecuador just got screwed out of a goal. I thought the #NHL offside reviews were bad. This was brutal. 

#World Cup 2022 #WorldCup",Negative,Negative
Negative,It's chalked off! For offside #World Cup 2022 #FIFA World Cup,Negative,Negative
Negative,"First goal, first VAR ruling is offside.....nowhere near offside.....it's gonna be long world cup.
#QATECU 
#World Cup 2022",Negative,Negative
Negative,How the hell was the offside ? #QATECU #World Cup 2022,Negative,Negative
Negative,Wow Qatar is already cheatingâ HILARIOUS #World Cup 2022 #Qatar World Cup 2022,Negative,Negative
Negative,Proof that it's rigged right there #World Cup 2022 #Qatar Ecuador,Negative,Negative
Negative,"I joked it was going to get disallowed. Incredible. Hard to argue against corruption already. 

#World Cup 2022 #QATECU",Negative,Negative
Negative,This World Cup is a scam enough is enough. We know who's paying their way through to the final. #World Cup 2022,Negative,Negative
Negative,Aaaaaand the corruption begins  #World Cup 2022,Negative,Negative
Negative,How tf was that offside? #World Cup 2022,Negative,Negative
Negative,Wow. Where was offside? WTF! #World Cup 2022 #Qatar 2022 @FIFA com,Negative,Negative
Negative,"Wait, so you're going to tell me that something awesome happens (goal scored) and they're just going to undo it because someone was standing in the wrong place!?!? #World Cup 2022",Negative,Negative
Negative,Omg minutes in  and VAR already !! #World Cup 2022,Negative,Negative
Negative,They found this Qatari keeper on the streets he is an imposter #World Cup 2022,Negative,Negative
Negative,"Wtf, why has that not been given??? #World Cup 2022 #VAR",Negative,Negative
Negative,"QATAR MONEY!!!!!


#World Cup 2022",Negative,Negative
Negative,VAR ruins the World Cup after 5 minutes. #World Cup 2022,Negative,Negative
Negative,Wtf is going on #World Cup 2022,Negative,Negative
Negative,#World Cup 2022 ruined already. VAR is as corrupt as everything else in this tragic venture.,Negative,Negative
Negative,Rigged already. What a farce. Get football out of that whack country. #World Cup 2022,Negative,Negative
Negative,rigged #World Cup 2022,Negative,Negative
Negative,Is this a joke? Offside where? This World Cup is already a farce. 3 mins in and sick of it #World Cup 2022,Negative,Negative
Negative,$7 Million Reasons to disallow the goal...  #World Cup 2022,Negative,Negative
Negative,"3 minutes in and the FIRST GOAL in #World Cup 2022 
and from play already all I can say is ""ENGLAND you're DOOMED."" Quality of play so far different class.",Negative,Negative
Negative,3 mins and already #VAR has taken away from the game! #World Cup 2022,Negative,Negative
Negative,the goal has been disallowed #World Cup 2022,Negative,Negative
Negative,"Pretty easy to root against Qatar. That was a rubbish display of defending/goal keeping lol
#FIFA World Cup #World Cup 2022",Negative,Negative
Negative,"LoL. Qatar already 0-1 down

#World Cup 2022",Negative,Negative
Negative,Don't see any hope for the Qator team.these are going to be proper teams that be up against including Ecuador #World Cup 2022,Negative,Negative
Negative,"What a goal, keeper is woeful though #World Cup 2022 #World cup Qatar 2022",Negative,Negative
Negative,Awful goalkeeping there but what an assist that was #World Cup 2022,Negative,Negative
Negative,Yikes. Nerves got the best of #Qatar there. #QUAECU #World Cup 2022,Negative,Negative
Negative,3 minutes. Ouch. #World Cup 2022,Negative,Negative
Negative,That's everybody's bet wasted alreadyâ #World Cup 2022,Negative,Negative
Negative,"SonyLIV please takeover the #World Cup 2022 , @JioCinema is a bad",Negative,Negative
Negative,That's it that's the tweet #World Cup 2022 #FIFA #Infantino,Negative,Negative
Negative,Was already annoyed with #World Cup 2022 being in Qatar and now have to go through even worse commentary from USA broadcast,Negative,Negative
Negative,FS1 the 4K feed for the #World Cup 2022 opening game is interlaced improperly. What's going on?,Negative,Negative
Negative,Countdown didn't go to plan there. #World Cup 2022,Negative,Negative
Negative,Italian referee for the first match with Qatar hhmmm. Screams corruption #World Cup 2022,Negative,Negative
Negative,Keralite  are the only people in world who are mad when it comes to football. The stage/placards/poster they put up during the world cup shows their spirit #World Cup 2022 #FIFA World Cup,Negative,Negative
